gene,rna_rep1,rna_rep2
Esrrb,0.493912122816305,0.480811006517017
Ess2,0.533333333333333,0.448275862068966
Esyt1,0.269230769230769,0.446601941747573
Esyt2,0.546511627906977,0.703703703703704
Etaa1,0.506600660066007,0.43140243902439
Etf1,0.509803921568627,0.664429530201342
Etfa,0.584905660377358,0.547826086956522
Etfdh,0.0909090909090909,0.239669421487603
Ethe1,0.176470588235294,0.181818181818182
Etl4,0.521739130434783,0.601063829787234
Etnk1,0.234042553191489,0.104166666666667
Etnk2,0.818181818181818,1
Ets2,0.636363636363636,0.631578947368421
Etv4,0.5,0.611111111111111
Etv5,0.493670886075949,0.515151515151515
Etv6,0.347826086956522,0.15
Evc,0.371428571428571,0.194690265486726
Evc2,0.173184357541899,0.231884057971014
Evi5,0.746835443037975,0.457831325301205
Ewsr1,0.457085828343313,0.414925373134328
Exd2,0.4375,0.566666666666667
Exo1,0.594986807387863,0.462653288740245
Exo5,0.541666666666667,0.479166666666667
Exoc1,0.56969696969697,0.403940886699507
Exoc3,0.426829268292683,0.403990024937656
Exoc3l,0.659090909090909,0.58695652173913
Exoc4,0.399193548387097,0.337301587301587
Exoc6,0.492537313432836,0.650793650793651
Exoc7,0.485576923076923,0.477272727272727
Exoc8,0.486486486486487,0.7625
Exosc10,0.568848758465011,0.378787878787879
Exosc4,0.434210526315789,0.258620689655172
Exosc5,0.436578171091445,0.531746031746032
Exosc7,0.456,0.406896551724138
Exosc8,0.442028985507246,0.580952380952381
Exosc9,0.429447852760736,0.352112676056338
Exph5,0.652173913043478,1
Ext1,0.36,0.479166666666667
Ext2,0.490566037735849,0.559819413092551
Extl3,0.656934306569343,0.578231292517007
Eya1,0.666666666666667,0.272727272727273
Eya3,0.451612903225806,0.368
Ezh1,0.144927536231884,0.294117647058824
Ezh2,0.498810467882633,0.492459016393443
Ezr,0.483116883116883,0.514804202483286
F2rl1,0.403361344537815,0.368421052631579
F3,0.705882352941177,1
Faap100,0.34453781512605,0.55
Faap20,0.289473684210526,0.5625
Faap24,0.578125,0.540540540540541
Fads2,0.481481481481481,0.526086956521739
Faf1,0.526655896607431,0.475049900199601
Faf2,0.553571428571429,0.252631578947368
Fah,0.475177304964539,0.122950819672131
Fahd1,0.482758620689655,0.368421052631579
Fam111a,0.564668769716088,0.451104100946372
Fam114a2,0.501587301587302,0.4
Fam117a,0.5,0.59375
Fam118a,0.378947368421053,0.9
Fam120a,0.51394422310757,0.461538461538462
Fam120b,0.4375,0.0727272727272727
Fam129a,0.104166666666667,0.0872093023255814
Fam133b,0.710526315789474,0.418181818181818
Fam135a,0.380952380952381,0.571428571428571
Fam149b,0.645161290322581,0.428571428571429
Fam160a2,0.428571428571429,0.777777777777778
Fam160b1,0.478260869565217,0.431818181818182
Fam160b2,0.487179487179487,0.375
Fam161a,0.409090909090909,0.782608695652174
Fam161b,0.620689655172414,0.470899470899471
Fam162a,0.476190476190476,0.525773195876289
Fam168a,0.386363636363636,0.566666666666667
Fam169a,0.469565217391304,0.322884012539185
Fam171a1,0.2,0.725490196078431
Fam172a,0.946428571428571,0.457142857142857
Fam174a,0.714285714285714,0.272727272727273
Fam178b,0.309090909090909,0.488372093023256
Fam184a,0.466666666666667,0
Fam185a,0.140350877192982,0.125
Fam189a2,0.285714285714286,0.328125
Fam189b,0.833333333333333,0.428571428571429
Fam193a,0.513157894736842,0.707692307692308
Fam193b,0.368852459016393,0.525252525252525
Fam204a,0.644444444444444,0.548387096774194
Fam207a,0.697674418604651,0.619047619047619
Fam210a,0.615384615384615,1
Fam216a,0.565714285714286,0.37962962962963
Fam222a,0.16,1
Fam234a,0.491666666666667,0.521739130434783
Fam234b,0.339622641509434,0.583333333333333
Fam32a,0.746987951807229,0.767441860465116
Fam3a,0,0
Fam3c,0.347826086956522,0.492307692307692
Fam43a,0.8,0.916666666666667
Fam45a,0.342857142857143,0.275862068965517
Fam49a,0.625,0.6875
Fam53a,0.794117647058823,0.75531914893617
Fam53b,0.114285714285714,0.488372093023256
Fam53c,0.313725490196078,0.317073170731707
Fam76a,0.676923076923077,0.581632653061224
Fam76b,0.551724137931034,0.795918367346939
Fam81a,0.396135265700483,0.601036269430052
Fam83d,0.276381909547739,0.509090909090909
Fam83h,0.473684210526316,0.8125
Fam91a1,0.448717948717949,0.461224489795918
Fam92a,0.46031746031746,0.712
Fam98a,0.205882352941176,0.746031746031746
Fam98b,0.483253588516746,0.511363636363636
Fam98c,0.390625,0.357894736842105
Fan1,0.571428571428571,0.638888888888889
Fanca,0.632845188284519,0.609665427509294
Fancb,0,0
Fancc,0.372340425531915,0.372093023255814
Fancd2,0.505194805194805,0.594257178526841
Fance,0.411764705882353,0.572289156626506
Fancg,0.582872928176796,0.716883116883117
Fanci,0.509278350515464,0.512430939226519
Fancl,0.313868613138686,0.474025974025974
Fancm,0.425925925925926,0.517182130584192
Far1,0.411764705882353,0.419811320754717
Farp1,0.674418604651163,0.917197452229299
Farsa,0.735763097949886,0.836065573770492
Farsb,0.533185840707965,0.524945770065076
Fasn,0.509168704156479,0.496424063946151
Fastk,0.353658536585366,0.53448275862069
Fastkd1,0.516129032258065,0.422680412371134
Fastkd2,0.393939393939394,0.325396825396825
Fastkd3,0.685950413223141,0.215311004784689
Fastkd5,0.337349397590361,0.389830508474576
Fat1,0.678230702515178,0.616475354490209
Fbf1,0.592857142857143,0.607843137254902
Fbh1,0.404580152671756,0.4
Fblim1,0.344615384615385,0.363088057901086
Fbln1,0.839285714285714,0.55
Fbln2,0,0.368421052631579
Fbn1,0.214285714285714,0.0140845070422535
Fbn2,0.714285714285714,0.785714285714286
Fbrsl1,0.682539682539683,0.653061224489796
Fbxl18,0.593360995850622,0.538793103448276
Fbxl3,0.315068493150685,0.696969696969697
Fbxl4,0.285714285714286,0
Fbxl5,0.53448275862069,0.51219512195122
Fbxo10,0.666666666666667,0.444444444444444
Fbxo11,0.520833333333333,0.427350427350427
Fbxo15,0.211822660098522,0.179282868525896
Fbxo21,0.429718875502008,0.248847926267281
Fbxo27,0.107142857142857,0.482142857142857
Fbxo28,0.617391304347826,0.170731707317073
Fbxo3,0.309090909090909,0.48314606741573
Fbxo30,0.505376344086022,0.48868778280543
Fbxo31,0.58695652173913,0.666666666666667
Fbxo33,0.518796992481203,0.564516129032258
Fbxo34,0.352112676056338,0.658227848101266
Fbxo38,0.535335689045936,0.571860816944024
Fbxo42,0.441696113074205,0.375586854460094
Fbxo44,0.130434782608696,0.304347826086957
Fbxo46,0.614173228346457,0.333333333333333
Fbxo5,0.428571428571429,0.351464435146443
Fbxo6,0.58041958041958,0.691176470588235
Fbxo7,0.493506493506494,0.495412844036697
Fbxo9,0.428571428571429,0.596153846153846
Fbxw11,0.6875,0.333333333333333
Fbxw17,0.333333333333333,0.905660377358491
Fbxw4,0.432432432432432,0.933333333333333
Fbxw5,0.75,0.755102040816326
Fbxw7,0.6,0.64
Fbxw8,0.408730158730159,0.511627906976744
Fbxw9,0.493150684931507,0.542857142857143
Fcf1,0.576576576576577,0.452229299363057
Fcgr2b,1,1
Fcho1,0.756756756756757,0.492753623188406
Fcho2,0.729372937293729,0.42654028436019
Fchsd2,0.745098039215686,0.650602409638554
Fcsk,0.777777777777778,0.703125
Fdft1,0.529069767441861,0.4675
Fdps,0.714285714285714,0.492125984251969
Fdx1,0.516778523489933,0.725490196078431
Fdxacb1,0.611111111111111,0.416666666666667
Fdxr,0.6,0.642857142857143
Fech,0.377049180327869,0.30327868852459
Fem1a,0.4609375,0.852941176470588
Fem1c,0.42,0.368421052631579
Fen1,0.568627450980392,0.485294117647059
Fer,0.488372093023256,0.414414414414414
Fermt2,0.447674418604651,0.564356435643564
Fetub,0.48936170212766,0.355555555555556
Fez2,0.302083333333333,0.613636363636364
Ffar2,0.333333333333333,1
Ffar3,0.727272727272727,0.636363636363636
Fgd1,0,0
Fgd6,0.75,0.285714285714286
Fgfr1,0.666666666666667,0.661538461538462
Fgfr1op,0.505154639175258,0.45
Fgfr1op2,0.514492753623188,0.164948453608247
Fgr,0.7,0
Fh1,0.44579945799458,0.502298850574713
Fhod1,0.536423841059603,0.746724890829694
Fhod3,0.494444444444444,0.61038961038961
Fibp,0.486111111111111,0.680412371134021
Fig4,0.47887323943662,0.535046728971963
Fignl1,0.394736842105263,0.373737373737374
Fip1l1,0.4921875,0.63849765258216
Fitm2,0.705882352941177,1
Fiz1,0.553846153846154,0.55050505050505
Fkbp11,0.767441860465116,1
Fkbp15,0.504424778761062,0.588235294117647
Fkbp4,0.48210922787194,0.71889400921659
Fkbp5,0.452830188679245,0.405405405405405
Fkbp8,0.684738955823293,0.688271604938272
Fkbp9,0.530044843049327,0.439732142857143
Fkrp,0.621621621621622,0.217391304347826
Flad1,0.538461538461538,0.577380952380952
Flcn,0.622222222222222,0.588235294117647
Flii,0.484090909090909,0.667876588021779
Flna,0,0
Flnb,0.574868322046652,0.526809651474531
Flnc,0.282608695652174,0.611111111111111
Flot2,0.547619047619048,0.426470588235294
Flrt3,0.705882352941177,0.53125
Flt1,0.352941176470588,0
Flvcr1,0.230769230769231,0.22972972972973
Flvcr2,0.434782608695652,0.692307692307692
Flywch1,0.586206896551724,0.761904761904762
Fmc1,0.546875,0.648148148148148
Fmn2,0.603174603174603,0.408333333333333
Fmnl2,0.51304347826087,0.436781609195402
Fmnl3,0.486486486486487,0.339622641509434
Fn1,0.516261353647817,0.524689391525964
Fnbp1,0.398809523809524,0.551829268292683
Fnbp4,0.486238532110092,0.575221238938053
Fndc3a,0.4,0.484210526315789
Fndc3b,0.804347826086957,0.11864406779661
Fnip1,0.333333333333333,0.451612903225806
Fnip2,0.536111111111111,0.4925
Fnta,0.654811715481172,0.680851063829787
Fntb,0.278538812785388,0.265700483091787
Focad,0.517350157728707,0.6996996996997
Folr1,0.700787401574803,0.568
Fopnl,0.333333333333333,0.275
Fosl2,0.769230769230769,0.206896551724138
Foxd1,0.90625,0.666666666666667
Foxd3,0.108108108108108,0.266666666666667
Foxj2,0.545454545454545,0.846153846153846
Foxj3,0.459459459459459,0.473684210526316
Foxk1,0.714285714285714,0.230769230769231
Foxk2,0.48780487804878,0.373913043478261
Foxm1,0.369918699186992,0.382775119617225
Foxn2,0.375,0.505882352941176
Foxn3,0.925925925925926,0
Foxo1,0.275,0.611111111111111
Foxo3,0.583333333333333,0.666666666666667
Foxo4,0,0
Foxp4,0.342857142857143,0.365269461077844
Foxred1,0.508474576271186,0.493150684931507
Foxred2,0.547945205479452,0.41025641025641
Fpgs,0.545454545454545,0.294117647058824
Fpgt,0.303030303030303,0.434210526315789
Fra10ac1,0.595959595959596,0.272727272727273
Frem2,0.670588235294118,0.627906976744186
Frmd4a,0.376623376623377,0.318181818181818
Frmd4b,0.577777777777778,0.678571428571429
Frmd5,0.8,1
Frmd6,0.673469387755102,0.65625
Frmd8,0.525,0.459770114942529
Frmpd1,0.555555555555556,0.954545454545455
Frrs1,0.451127819548872,0.530712530712531
Frs3,0.391304347826087,0.823529411764706
Fry,0.433774834437086,0.535849056603774
Fryl,0.337142857142857,0.409090909090909
Fsbp,0.25,0
Fscn1,0.635989010989011,0.639919759277834
Fto,0.581196581196581,0.665809768637532
Ftsj1,0,0
Ftsj3,0.437066402378593,0.385382059800664
Fubp1,0.435049019607843,0.422027290448343
Fuca1,0.417910447761194,0.261538461538462
Furin,0.5,0.814814814814815
Fus,0.480821177741761,0.293436293436293
Fut10,0.422764227642276,0.76
Fuz,0.697183098591549,0.62085308056872
Fv1,0.352941176470588,0.666666666666667
Fxn,0.56043956043956,0.711267605633803
Fxr1,0.481651376146789,0.496437054631829
Fxr2,0.456989247311828,0.330827067669173
Fyco1,0.430379746835443,0.5
Fyttd1,0.372881355932203,0.631578947368421
Fzd10,0.533333333333333,0.507042253521127
Fzd2,0.307692307692308,0.257142857142857
Fzd5,0.780821917808219,0.482758620689655
Fzd7,0.658536585365854,0.482142857142857
Fzr1,0.402439024390244,0.24390243902439
G2e3,0.468085106382979,0.3125
G3bp1,0.570294784580499,0.466666666666667
Gaa,0.511834319526627,0.557803468208092
Gab1,0.657039711191336,0.640873015873016
Gabarap,0.424528301886792,0.0652173913043478
Gabarapl1,0.433333333333333,0.941176470588235
Gabbr1,0.35,0.543478260869565
Gabpa,0.51840490797546,0.633928571428571
Gabpb2,0.571428571428571,0.631578947368421
Gadd45b,0.684210526315789,0.423076923076923
Gadd45gip1,0.552631578947368,0.596385542168675
Gak,0.5,0.438095238095238
Galc,0.68,1
Galk1,0.507211538461538,0.306818181818182
Galk2,0.464285714285714,0.4
Galm,0.655172413793103,0.504504504504504
Galns,0.782608695652174,0.755555555555556
Galnt1,0.421686746987952,0.594059405940594
Galnt10,0.32,0.186666666666667
Galnt11,0.698412698412698,0.743119266055046
Galnt16,0.25,0.404761904761905
Galnt2,0.428571428571429,0.125
Galnt6,0.460176991150442,0.504878048780488
Galnt7,0.573643410852713,0.618421052631579
Gan,0.6,1
Ganab,0.459016393442623,0.464684014869888
Gapvd1,0.45,0.596330275229358
Gar1,0.568345323741007,0.82648401826484
Garem1,0.446428571428571,0.6
Gars,0.464048672566372,0.461860854987427
Gart,0.440825190010858,0.390138067061144
Gas2l1,0.482352941176471,0.561904761904762
Gas2l3,0.468085106382979,0.315789473684211
Gas6,0.775,0.699186991869919
Gata6,0.666666666666667,0.25
Gatad2a,0.83,0.75177304964539
Gatad2b,0.566037735849057,0.358208955223881
Gatb,0.614035087719298,0.641509433962264
Gatd1,0.423728813559322,0.679245283018868
Gatd3a,0.469827586206897,0.689189189189189
Gba,0.514925373134328,0.588235294117647
Gba2,0.561643835616438,0.824561403508772
Gbe1,0.761904761904762,0.92
Gbf1,0.557446808510638,0.574803149606299
Gc,0,0
Gca,0.686868686868687,0.84375
Gcat,0.328571428571429,0.52
Gcc1,0.608695652173913,0.6
Gcc2,0.305084745762712,0.108108108108108
Gcdh,0.631944444444444,0.590163934426229
Gcfc2,0.450819672131148,0.455357142857143
Gclc,0.484536082474227,0.539473684210526
Gcn1,0.575073601570167,0.579699248120301
Gcnt1,0.75,0.949152542372881
Gcnt2,0.388888888888889,0.702702702702703
Gcsh,0.720626631853786,0.756487025948104
Gdap2,0.5,0.8
Gde1,0.391891891891892,0.352459016393443
Gdf15,0.804166666666667,0.707792207792208
Gdf3,0.412078152753108,0.4642166344294
Gdpd1,0.916666666666667,0
Gdpgp1,0.191011235955056,0.358620689655172
Gemin2,0.612244897959184,0.52
Gemin4,0.486607142857143,0.460606060606061
Gemin6,0.633333333333333,0.409090909090909
Gen1,0.52212389380531,0.335570469798658
Get4,0.599206349206349,0.566455696202532
Gfm1,0.464347826086957,0.436750998668442
Gfm2,0.232189973614776,0.224948875255624
Gfpt1,0.321100917431193,0.315217391304348
Gfpt2,0.348993288590604,0.443037974683544
Gga1,0.554421768707483,0.512727272727273
Gga2,0.483018867924528,0.31858407079646
Ggct,0.613636363636364,0.2
Ggcx,0.75,0.857142857142857
Ggh,0.171428571428571,0.615384615384615
Ggnbp2,0.475,0.481132075471698
Ggps1,0.608695652173913,0.857142857142857
Ggt1,0.543859649122807,0.62015503875969
Ggta1,0.7,0.363636363636364
Ghdc,0.5,0.466666666666667
Gigyf1,0.46969696969697,0.5893536121673
Gigyf2,0.626760563380282,0.43455497382199
Gin1,0.538461538461538,0
Ginm1,0.326086956521739,0.512820512820513
Gins1,0.505376344086022,0.426829268292683
Gins4,0.637860082304527,0.57027027027027
Gipc1,0.680851063829787,1
Gipc2,0.5,0.387096774193548
Git1,0.516923076923077,0.664772727272727
Git2,0.477987421383648,0.407821229050279
Gja1,0.166666666666667,0.25
Gjb3,0.559405940594059,0.69811320754717
Gjb4,0.686567164179104,1
Gjb5,0.6,0.601374570446735
Gjc1,0.557377049180328,0.431034482758621
Gk,0,0
Gk5,0.285714285714286,0.370967741935484
Gkap1,0.611111111111111,0.653846153846154
Glb1,0.291005291005291,0.326241134751773
Glce,0.733333333333333,0.51219512195122
Gldc,0.676092544987147,0.599489795918367
Gle1,0.491017964071856,0.436893203883495
Gli1,0.09375,0
Gli2,0.474036850921273,0.607339449541284
Gli3,0.55,0.592592592592593
Glipr1,0.888888888888889,0.408163265306122
Glis2,0.531914893617021,0.92
Glod4,0.45,0.428571428571429
Glrb,0.666666666666667,0.0285714285714286
Gls,0.709090909090909,0
Gls2,0.343949044585987,0.223021582733813
Glt1d1,0.519230769230769,0.662650602409639
Glt8d1,0.473684210526316,0.4375
Gltp,0.594059405940594,0.789473684210526
Glud1,0.368770764119601,0.397849462365591
Glul,0.476190476190476,0.235576923076923
Glyctk,0.424242424242424,0.68
Glyr1,0.482269503546099,0.263513513513513
Gm10130,0.366666666666667,0.512820512820513
Gm12790,1,1
Gm14124,0.583333333333333,0.789473684210526
Gm14409,0.8,0.822222222222222
Gm17018,0.327586206896552,0.625
Gm17655,0.30952380952381,0.484375
Gm17657,0.333333333333333,0.592592592592593
Gm17728,0,0
Gm2381,0.816666666666667,0.919354838709677
Gm26566,0.268041237113402,0.851851851851852
Gm26620,0.461538461538462,0.311111111111111
Gm2a,0.544303797468354,0.694444444444444
Gm35315,0.571428571428571,0.538461538461538
Gm3604,0.909090909090909,1
Gm38394,0.5,0.547945205479452
Gm3854,0,0.454545454545455
Gm4924,0.769230769230769,0.3
Gm49510,0.5,0.7
Gm5134,0.0384615384615385,0
Gm6871,0.28735632183908,0.446153846153846
Gm867,0.666666666666667,0.44
Gm8909,0.19047619047619,0.266666666666667
Gmcl1,0.473684210526316,0.457142857142857
Gmeb1,0.447368421052632,0.157407407407407
Gmfb,0.481751824817518,0.623529411764706
Gmip,0.818181818181818,0.727272727272727
Gmnn,0.507462686567164,0.431034482758621
Gmppa,0.546511627906977,0.642857142857143
Gmppb,0.485714285714286,0.266666666666667
Gna11,0.697916666666667,0.552941176470588
Gna13,0.377049180327869,0.266666666666667
Gnai1,0.352941176470588,0
Gnai2,0.520547945205479,0.49867374005305
Gnaq,0.41025641025641,0.5
Gnb1l,0.470588235294118,0.695652173913043
Gnb2,0.429305912596401,0.270531400966184
Gnb4,0.810344827586207,0.473684210526316
Gne,0.441379310344828,0.595238095238095
Gng12,0.454545454545455,0
Gng2,0.842105263157895,1
Gng3,0.382716049382716,0.2
Gnl1,0.367469879518072,0.426829268292683
Gnl2,0.56043956043956,0.54014598540146
Gnl3,0.563829787234043,0.584615384615385
Gnl3l,0,0
Gnpat,0.633752244165171,0.767206477732793
Gnpda1,0.541666666666667,0.595744680851064
Gnpnat1,0.194444444444444,0.292682926829268
Gnptab,0.779605263157895,0.541666666666667
Gnptg,0.608695652173913,0.866666666666667
Gns,0.315789473684211,0.379746835443038
Golga2,0.333333333333333,0.645161290322581
Golga3,0.547945205479452,0.634920634920635
Golga4,0.434935521688159,0.486915887850467
Golga5,0.396825396825397,0.185185185185185
Golm1,0.447037701974865,0.37007874015748
Golt1b,0.347457627118644,0.271739130434783
Gon4l,0.642857142857143,0.50828729281768
Gopc,0.645833333333333,0.476190476190476
Gorab,0.296296296296296,0.617647058823529
Gorasp1,0.510204081632653,0.616438356164384
Gorasp2,0.533333333333333,0.601694915254237
Gosr1,0.651162790697674,0.75
Got1,0.465301478953356,0.478203434610304
Got1l1,1,1
Got2,0.685920577617328,0.649045521292217
Gpalpp1,0.328125,0.337662337662338
Gpam,0.44,0.3875
Gpat4,0.666666666666667,0.344827586206897
Gpatch1,0.585365853658537,0.625
Gpatch11,0.25,0.333333333333333
Gpatch2,0.383333333333333,0.351851851851852
Gpatch2l,0.214285714285714,0.205882352941176
Gpatch3,0.485294117647059,0.48
Gpatch4,0.464516129032258,0.61744966442953
Gpatch8,0.435114503816794,0.683168316831683
Gpbp1l1,0.572222222222222,0.66804979253112
Gpc1,0.307692307692308,1
Gpc3,0,0
Gpc4,0,0
Gpcpd1,0.740740740740741,0.592592592592593
Gpd1l,0.417582417582418,0.710144927536232
Gpd2,0.512820512820513,0.371794871794872
Gphn,0.05,0.6
Gpi1,0.426229508196721,0.436507936507937
Gpkow,0,0
Gpn1,0.537459283387622,0.625916870415648
Gpn2,0.480314960629921,0.591836734693878
Gpn3,0.459375,0.475177304964539
Gpnmb,0.666666666666667,0.802547770700637
Gpr107,0.508333333333333,0.462585034013605
Gpr108,0.511111111111111,0.635135135135135
Gpr160,0.357142857142857,0.851851851851852
Gpr162,0.461538461538462,0.68
Gpr180,0.39,0.526315789473684
Gpr19,0.426829268292683,0.601851851851852
Gprasp1,0.004,0
Gprasp2,0,0
Gprc5a,0.424242424242424,0.479166666666667
Gprc5c,0.48,0.56
Gps2,0.411764705882353,0.708333333333333
Gpsm2,0.409090909090909,0.483333333333333
Gpt2,0.673575129533679,0.632152588555858
Gpx7,0.625,0.488888888888889
Gramd1a,0.517045454545455,0.583333333333333
Gramd1b,0.411764705882353,0.244186046511628
Grb7,0.654761904761905,0.454545454545455
Grhl3,0.590909090909091,0.254545454545455
Grhpr,0.227272727272727,0.28169014084507
Gripap1,0,0
Grk2,0.468531468531469,0.459770114942529
Grk3,0.391304347826087,0.8
Grk6,0.373913043478261,0.627906976744186
Grn,0.494305239179954,0.6
Grpel2,0.381578947368421,0.6
Grsf1,0.134328358208955,0.0645161290322581
Grtp1,0.738095238095238,0.738636363636364
Grwd1,0.471074380165289,0.578231292517007
Gsc,0.428571428571429,0
Gsdmd,0.527027027027027,0.75
Gsdme,1,0.75
Gse1,0.640176600441501,0.626086956521739
Gsk3a,0.416058394160584,0.597701149425287
Gskip,0.758620689655172,0.357142857142857
Gspt1,0.47864768683274,0.475391498881432
Gspt2,0,0
Gsr,0.735138316656857,0.698318496538081
Gss,0.554945054945055,0.604838709677419
Gsta3,0.488888888888889,0.2
Gsta4,0.370106761565836,0.307692307692308
Gstm3,0.392857142857143,0
Gsto1,0.535593220338983,0.559027777777778
Gstp2,0.736842105263158,0.955555555555556
Gstz1,0.651162790697674,0.833333333333333
Gtf2a1,0.375,0.693333333333333
Gtf2b,0.289855072463768,0.494252873563218
Gtf2e2,0.658536585365854,0.766666666666667
Gtf2f1,0.542955326460481,0.452513966480447
Gtf2f2,0.648,0.411764705882353
Gtf2h1,0.599378881987578,0.375609756097561
Gtf2h2,0.619565217391304,0.759259259259259
Gtf2h3,0.293051359516616,0.613636363636364
Gtf2i,0.462081128747795,0.414387031408308
Gtf2ird1,0.382513661202186,0.544
Gtf2ird2,0.310810810810811,0.274509803921569
Gtf3a,0.406417112299465,0.277777777777778
Gtf3c1,0.594262295081967,0.432314410480349
Gtf3c3,0.432900432900433,0.349206349206349
Gtf3c4,0.518518518518518,0.37037037037037
Gtf3c5,0.582142857142857,0.52803738317757
Gtf3c6,0.49738219895288,0.546468401486989
Gtpbp1,0.617647058823529,0.846153846153846
Gtpbp10,0.952380952380952,0.277777777777778
Gtpbp3,0.661290322580645,0.890909090909091
Gtpbp4,0.637254901960784,0.376383763837638
Gtpbp6,0.512396694214876,0.566265060240964
Gtpbp8,0.0833333333333333,0.5
Gtse1,0.557046979865772,0.582781456953642
Gtsf1l,0.463414634146341,0.474576271186441
Gucd1,0.612903225806452,0.205882352941176
Guf1,0.306930693069307,0.345454545454545
Guk1,0.577235772357724,0.435897435897436
Gusb,0.2,0.373239436619718
Gyg,0.354838709677419,0.365853658536585
Gys1,0.232323232323232,0.5
Gzf1,0.462857142857143,0.476190476190476
H13,0.653061224489796,0.240963855421687
H1f0,0.207792207792208,0.711111111111111
H1f10,0.59375,0.5
H2-Eb1,0.666666666666667,1
H2-K1,0.318181818181818,0.235294117647059
H2-Ke6,0.473684210526316,0.0476190476190476
H2az2,0.486486486486487,0.677570093457944
H6pd,0.526041666666667,0.461538461538462
Hacd3,0.557142857142857,0.497354497354497
Hace1,0.581081081081081,0.254545454545455
Hadh,0.380145278450363,0.39375
Hadha,0.509641873278237,0.462025316455696
Hagh,0.473684210526316,0.36
Hap1,0.441281138790036,0.414201183431953
Hars,0.452830188679245,0.446236559139785
Hars2,0.333333333333333,0.533980582524272
Haspin,0.302325581395349,0.568181818181818
Haus1,0.608333333333333,0.566371681415929
Haus2,0.716814159292035,0.258620689655172
Haus3,0.451456310679612,0.542222222222222
Haus4,0.453222453222453,0.536619718309859
Haus5,0.419889502762431,0.484472049689441
Haus6,0.442553191489362,0.685459940652819
Haus7,0,0
Haus8,0.773134328358209,0.702755905511811
Hbp1,0.407407407407407,0.5
Hccs,0,0
Hcfc1,0,0
Hcfc1r1,0.341463414634146,0.636363636363636
Hcfc2,0.68,0.254237288135593
Hck,0.333333333333333,0.82
Hcn2,0.387096774193548,0.689655172413793
Hdac1,0.521008403361345,0.45343137254902
Hdac2,0.461340206185567,0.440559440559441
Hdac3,0.44954128440367,0.454545454545455
Hdac4,0.5,0.727272727272727
Hdac5,0.515544041450777,0.489539748953975
Hdac6,0,0
Hdac7,0.458333333333333,0
Hddc2,0.301587301587302,0.208333333333333
Hdgfl2,0.425287356321839,0.102564102564103
Hdhd5,0.47136563876652,0.365217391304348
Hdlbp,0.493934142114385,0.468975468975469
Heatr1,0.561855670103093,0.64301717699776
Heatr3,0.788118811881188,0.523809523809524
Heatr5a,0.508940852819807,0.432045779685265
Heatr5b,0.575107296137339,0.454545454545455
Heatr6,0.423076923076923,0.456521739130435
Hebp1,0.793103448275862,0.724137931034483
Heca,0.611940298507463,0
Hectd1,0.468817204301075,0.385585585585586
Hectd3,0.585106382978723,0.629213483146067
Hectd4,0.385057471264368,0.514925373134328
Heg1,0.824561403508772,0.74468085106383
Helb,0.548158640226629,0.538167938931298
Hells,0.482233502538071,0.53411306042885
Helq,0.279411764705882,0.406015037593985
Helz,0.508474576271186,0.53929539295393
Hemk1,0.770833333333333,0.685714285714286
Herc1,0.449612403100775,0.395161290322581
Herc2,0.460122699386503,0.530708661417323
Herc3,0.28,0.3125
Herpud1,0.648514851485149,0.667621776504298
Herpud2,0.558139534883721,0.309090909090909
Hes6,0.294117647058824,0.75
Hexa,0.584507042253521,0.549019607843137
Hexb,0.617100371747212,0.698324022346369
Hexdc,0.714285714285714,1
Hexim2,0.523809523809524,0.836734693877551
Hgh1,0.567164179104478,0.76551724137931
Hgs,0.406060606060606,0.55952380952381
Hgsnat,0.512953367875648,0.455223880597015
Hhat,0.333333333333333,0.28
Hhex,0.266666666666667,0.566666666666667
Hibadh,0.549528301886792,0.569014084507042
Hibch,0.653409090909091,0.373831775700935
Hic2,0.518072289156627,0.324324324324324
Hif1an,0.5,0.597938144329897
Hif3a,0.529411764705882,0.4375
Higd2a,0.530364372469636,0.511627906976744
Hint2,0.489795918367347,0.416666666666667
Hip1,0.563689604685212,0.773675762439807
Hip1r,0.344827586206897,0.5
Hipk1,0.437869822485207,0.240356083086053
Hipk3,0.25,0.428571428571429
Hirip3,0.48,0.122448979591837
Hivep1,0.339080459770115,0.481327800829876
Hjurp,0.765957446808511,0.788461538461538
Hk1,0.539781591263651,0.59963768115942
Hk2,0.452364149611856,0.412094763092269
Hlcs,0.683544303797468,0.347826086956522
Hltf,0.56969696969697,0.620218579234973
Hmbs,0.48469387755102,0.391891891891892
Hmces,0.48780487804878,0.557692307692308
Hmcn2,0.594594594594595,0
Hmg20a,0.590909090909091,0.35
Hmg20b,0.758333333333333,0.770833333333333
Hmgcl,0.505555555555556,0.35625
Hmgcr,0.504643962848297,0.453890489913545
Hmgcs1,0.354368932038835,0.200836820083682
Hmgn5,0,0
Hmgxb3,0.516666666666667,0.5
Hmgxb4,0.726315789473684,0.820388349514563
Hmmr,0.477631578947368,0.422291993720565
Hmox1,0.632734530938124,0.616525423728814
Hnrnpa2b1,0.484848484848485,0.497755610972569
Hnrnpab,0.387096774193548,0.581481481481481
Hnrnpdl,0.529411764705882,0.576271186440678
Hnrnph1,0.546296296296296,0.419475655430712
Hnrnph3,0.5375,0.586538461538462
