gene,long_rep1_ASE_pat,long_rep1_ASE_mat,long_rep1_pat_ratio,long_rep1_longread_def,long_rep2_ASE_pat,long_rep2_ASE_mat,long_rep2_pat_ratio,long_rep2_longread_def
Hddc2,20,43,0.317460317460317,none,35,34,0.507246376811594,none
Hdlbp,32,38,0.457142857142857,none,49,49,0.5,none
Heatr1,71,60,0.541984732824427,none,54,49,0.524271844660194,none
Heatr3,40,22,0.645161290322581,none,58,44,0.568627450980392,none
Helb,21,27,0.4375,none,17,28,0.377777777777778,none
Hexa,45,44,0.50561797752809,none,49,33,0.597560975609756,none
Hexb,94,86,0.522222222222222,none,110,62,0.63953488372093,none
Hibadh,68,85,0.444444444444444,none,52,36,0.590909090909091,none
Higd2a,88,89,0.497175141242938,none,83,77,0.51875,none
Hk2,60,72,0.454545454545455,none,74,84,0.468354430379747,none
Hmbs,62,44,0.584905660377358,none,61,59,0.508333333333333,none
Hmces,158,90,0.637096774193548,none,91,27,0.771186440677966,none
Hmgcr,67,57,0.540322580645161,none,63,64,0.496062992125984,none
Hmgcs1,40,57,0.412371134020619,none,29,66,0.305263157894737,none
Hmgxb4,57,32,0.640449438202247,none,46,12,0.793103448275862,none
Hmmr,68,55,0.552845528455285,none,50,36,0.581395348837209,none
Hmox1,42,20,0.67741935483871,none,32,11,0.744186046511628,none
Hnrnpll,26,33,0.440677966101695,none,37,28,0.569230769230769,none
Hpf1,161,55,0.74537037037037,none,124,38,0.765432098765432,none
Hrob,19,37,0.339285714285714,none,34,34,0.5,none
Hs6st1,44,44,0.5,none,45,41,0.523255813953488,none
Hsd17b14,118,82,0.59,none,107,60,0.640718562874252,none
Hsd17b4,29,37,0.439393939393939,none,24,22,0.521739130434783,none
Hsf2bp,72,66,0.521739130434783,none,83,68,0.549668874172185,none
Hspa14,99,110,0.473684210526316,none,94,84,0.528089887640449,none
Hspbp1,62,61,0.504065040650406,none,58,49,0.542056074766355,none
Hsph1,201,125,0.616564417177914,none,127,75,0.628712871287129,none
Hus1,32,22,0.592592592592593,none,27,16,0.627906976744186,none
Hyou1,28,18,0.608695652173913,none,39,16,0.709090909090909,none
Iars,90,106,0.459183673469388,none,100,89,0.529100529100529,none
Iars2,55,52,0.514018691588785,none,33,27,0.55,none
Idh2,130,86,0.601851851851852,none,121,94,0.562790697674419,none
Idh3a,109,104,0.511737089201878,none,114,86,0.57,none
Idh3b,102,110,0.481132075471698,none,58,95,0.379084967320261,none
Ifrd2,66,54,0.55,none,51,30,0.62962962962963,none
Ift46,19,58,0.246753246753247,none,21,32,0.39622641509434,none
Ift52,36,33,0.521739130434783,none,50,27,0.649350649350649,none
Igf2bp2,44,46,0.488888888888889,none,53,51,0.509615384615385,none
Igsf8,54,21,0.72,none,45,18,0.714285714285714,none
Ik,39,39,0.5,none,25,35,0.416666666666667,none
Immt,77,109,0.413978494623656,none,69,95,0.420731707317073,none
Imp4,54,82,0.397058823529412,none,71,81,0.467105263157895,none
Impa2,73,110,0.398907103825137,none,84,89,0.485549132947977,none
Impact,83,70,0.542483660130719,none,59,35,0.627659574468085,none
Impdh1,16,28,0.363636363636364,none,18,24,0.428571428571429,none
Incenp,30,38,0.441176470588235,none,34,44,0.435897435897436,none
Inpp5d,67,33,0.67,none,60,35,0.631578947368421,none
Ints1,37,24,0.60655737704918,none,35,20,0.636363636363636,none
Ints10,77,49,0.611111111111111,none,77,48,0.616,none
Ints11,76,62,0.550724637681159,none,51,46,0.525773195876289,none
Ints3,62,70,0.46969696969697,none,34,45,0.430379746835443,none
Ints4,65,53,0.550847457627119,none,57,43,0.57,none
Ints7,49,54,0.475728155339806,none,25,37,0.403225806451613,none
Ints8,36,47,0.433734939759036,none,37,35,0.513888888888889,none
Ints9,21,34,0.381818181818182,none,16,26,0.380952380952381,none
Ipo11,34,48,0.414634146341463,none,43,37,0.5375,none
Ipo4,34,19,0.641509433962264,none,35,20,0.636363636363636,none
Ipo8,21,28,0.428571428571429,none,19,26,0.422222222222222,none
Ipo9,59,52,0.531531531531532,none,50,51,0.495049504950495,none
Iqgap1,43,61,0.413461538461538,none,64,54,0.542372881355932,none
Ireb2,62,58,0.516666666666667,none,33,39,0.458333333333333,none
Isg20l2,33,45,0.423076923076923,none,28,42,0.4,none
Isoc1,39,48,0.448275862068966,none,40,35,0.533333333333333,none
Itfg1,40,22,0.645161290322581,none,34,12,0.739130434782609,none
Itgb1,74,33,0.691588785046729,none,61,28,0.685393258426966,none
Itpk1,71,43,0.62280701754386,none,35,32,0.522388059701492,none
Jade3,0,64,0,maternal,0,42,0,maternal
Jarid2,90,90,0.5,none,81,86,0.48502994011976,none
Jmjd6,35,25,0.583333333333333,none,29,39,0.426470588235294,none
Jtb,38,39,0.493506493506494,none,29,24,0.547169811320755,none
Jup,8,38,0.173913043478261,maternal,9,34,0.209302325581395,none
Kat2a,55,74,0.426356589147287,none,57,53,0.518181818181818,none
Katna1,46,51,0.474226804123711,none,36,36,0.5,none
Kdm3b,33,21,0.611111111111111,none,28,35,0.444444444444444,none
Kdm4c,50,48,0.510204081632653,none,28,25,0.528301886792453,none
Kif11,87,77,0.530487804878049,none,57,48,0.542857142857143,none
Kif18a,38,37,0.506666666666667,none,17,24,0.414634146341463,none
Kif20a,81,76,0.515923566878981,none,77,71,0.52027027027027,none
Kif20b,50,30,0.625,none,29,33,0.467741935483871,none
Kif23,57,45,0.558823529411765,none,66,54,0.55,none
Kif2c,65,72,0.474452554744526,none,57,52,0.522935779816514,none
Kif5b,50,43,0.537634408602151,none,47,40,0.540229885057471,none
Klf4,43,53,0.447916666666667,none,44,57,0.435643564356436,none
Klhdc2,55,45,0.55,none,28,21,0.571428571428571,none
Klhdc3,30,16,0.652173913043478,none,24,18,0.571428571428571,none
Klhdc4,47,46,0.505376344086022,none,46,33,0.582278481012658,none
Knop1,68,48,0.586206896551724,none,60,29,0.674157303370786,none
Krr1,57,54,0.513513513513513,none,53,34,0.609195402298851,none
Ktn1,36,26,0.580645161290323,none,29,23,0.557692307692308,none
L1td1,159,137,0.537162162162162,none,107,79,0.575268817204301,none
L3mbtl2,45,62,0.420560747663551,none,53,51,0.509615384615385,none
Lactb2,102,131,0.437768240343348,none,81,109,0.426315789473684,none
Lamc1,43,57,0.43,none,58,72,0.446153846153846,none
Larp4,24,28,0.461538461538462,none,26,16,0.619047619047619,none
Larp7,68,90,0.430379746835443,none,83,59,0.584507042253521,none
Lars,90,70,0.5625,none,69,63,0.522727272727273,none
Lbr,122,124,0.495934959349593,none,100,98,0.505050505050505,none
Lcmt1,38,54,0.41304347826087,none,16,33,0.326530612244898,none
Ldlr,45,57,0.441176470588235,none,45,42,0.517241379310345,none
Lefty1,54,76,0.415384615384615,none,14,50,0.21875,none
Lefty2,210,156,0.573770491803279,none,86,61,0.585034013605442,none
Lgmn,21,45,0.318181818181818,none,24,29,0.452830188679245,none
Lias,39,32,0.549295774647887,none,37,39,0.486842105263158,none
Lima1,60,49,0.55045871559633,none,45,46,0.494505494505495,none
Liph,50,27,0.649350649350649,none,29,17,0.630434782608696,none
Llgl1,24,18,0.571428571428571,none,17,27,0.386363636363636,none
Llgl2,52,39,0.571428571428571,none,45,26,0.633802816901408,none
Lmnb2,31,33,0.484375,none,17,29,0.369565217391304,none
Lonp1,63,51,0.552631578947368,none,51,59,0.463636363636364,none
Lonp2,31,16,0.659574468085106,none,32,23,0.581818181818182,none
Lrpap1,48,61,0.440366972477064,none,49,84,0.368421052631579,none
Lrpprc,69,70,0.496402877697842,none,60,74,0.447761194029851,none
Lrrc40,49,52,0.485148514851485,none,42,37,0.531645569620253,none
Lrrc42,36,37,0.493150684931507,none,35,23,0.603448275862069,none
Lrwd1,33,54,0.379310344827586,none,14,44,0.241379310344828,none
Lsg1,28,25,0.528301886792453,none,29,30,0.491525423728814,none
Lss,33,38,0.464788732394366,none,35,31,0.53030303030303,none
Lta4h,35,29,0.546875,none,39,24,0.619047619047619,none
Ltbp4,34,25,0.576271186440678,none,29,13,0.69047619047619,none
Ltn1,30,26,0.535714285714286,none,18,26,0.409090909090909,none
Ltv1,65,68,0.488721804511278,none,53,50,0.514563106796116,none
Ly6e,29,34,0.46031746031746,none,36,48,0.428571428571429,none
Maged1,0,86,0,maternal,0,79,0,maternal
Manba,53,190,0.218106995884774,none,22,99,0.181818181818182,maternal
Map1s,65,43,0.601851851851852,none,52,35,0.597701149425287,none
Map4,55,46,0.544554455445545,none,57,63,0.475,none
Mapk14,44,36,0.55,none,29,33,0.467741935483871,none
Mapk3,70,57,0.551181102362205,none,27,36,0.428571428571429,none
Mars1,34,47,0.419753086419753,none,48,83,0.366412213740458,none
Mat2b,64,82,0.438356164383562,none,43,46,0.48314606741573,none
Mbtps1,85,47,0.643939393939394,none,96,32,0.75,none
Mcf2,0,41,0,maternal,0,45,0,maternal
Mcm10,72,83,0.464516129032258,none,89,61,0.593333333333333,none
Mcm2,248,296,0.455882352941176,none,202,241,0.455981941309255,none
Mcm3,244,223,0.522483940042827,none,227,238,0.488172043010753,none
Mcm3ap,18,44,0.290322580645161,none,8,43,0.156862745098039,maternal
Mcm5,276,133,0.67481662591687,none,403,201,0.667218543046358,none
Mcm8,50,33,0.602409638554217,none,31,14,0.688888888888889,none
Mcmbp,41,46,0.471264367816092,none,61,65,0.484126984126984,none
Mcph1,39,30,0.565217391304348,none,31,14,0.688888888888889,none
Me2,76,46,0.622950819672131,none,85,52,0.62043795620438,none
Med24,23,22,0.511111111111111,none,29,36,0.446153846153846,none
Med4,40,42,0.48780487804878,none,24,41,0.369230769230769,none
Melk,57,58,0.495652173913044,none,40,52,0.434782608695652,none
Mettl16,44,37,0.54320987654321,none,23,29,0.442307692307692,none
Mettl5,31,46,0.402597402597403,none,21,30,0.411764705882353,none
Mfge8,77,76,0.503267973856209,none,119,125,0.487704918032787,none
Mfsd1,25,29,0.462962962962963,none,31,31,0.5,none
Mfsd14a,44,37,0.54320987654321,none,38,44,0.463414634146341,none
Mfsd5,28,25,0.528301886792453,none,19,23,0.452380952380952,none
Mga,59,66,0.472,none,43,34,0.558441558441558,none
Mia2,61,49,0.554545454545455,none,46,24,0.657142857142857,none
Miga1,60,34,0.638297872340426,none,27,19,0.58695652173913,none
Mindy1,30,54,0.357142857142857,none,15,50,0.230769230769231,none
Mios,43,39,0.524390243902439,none,20,31,0.392156862745098,none
Mipep,51,20,0.71830985915493,none,36,13,0.73469387755102,none
Mki67,52,50,0.509803921568627,none,31,32,0.492063492063492,none
Mkrn2,33,27,0.55,none,38,31,0.550724637681159,none
Mllt10,32,37,0.463768115942029,none,19,26,0.422222222222222,none
Mmadhc,71,45,0.612068965517241,none,63,32,0.663157894736842,none
Mms19,26,26,0.5,none,34,27,0.557377049180328,none
Mms22l,34,39,0.465753424657534,none,30,33,0.476190476190476,none
Morc1,176,86,0.67175572519084,none,101,67,0.601190476190476,none
Morc3,45,33,0.576923076923077,none,32,41,0.438356164383562,none
Mov10,62,45,0.579439252336449,none,49,49,0.5,none
Mpg,39,36,0.52,none,34,12,0.739130434782609,none
Mphosph10,76,59,0.562962962962963,none,53,26,0.670886075949367,none
Mphosph8,28,40,0.411764705882353,none,39,41,0.4875,none
Mpnd,50,71,0.413223140495868,none,31,34,0.476923076923077,none
Mre11a,42,38,0.525,none,31,37,0.455882352941176,none
Mrpl13,120,106,0.530973451327434,none,81,88,0.479289940828402,none
Mrpl17,210,208,0.502392344497608,none,195,206,0.486284289276808,none
Mrpl19,57,66,0.463414634146341,none,65,66,0.49618320610687,none
Mrpl3,62,41,0.601941747572815,none,33,28,0.540983606557377,none
Mrpl39,100,78,0.561797752808989,none,77,66,0.538461538461538,none
Mrpl4,111,97,0.533653846153846,none,85,90,0.485714285714286,none
Mrpl43,65,74,0.467625899280576,none,58,68,0.46031746031746,none
Mrpl44,40,28,0.588235294117647,none,33,30,0.523809523809524,none
Mrpl46,52,49,0.514851485148515,none,41,29,0.585714285714286,none
Mrpl47,67,74,0.475177304964539,none,58,67,0.464,none
Mrpl48,36,37,0.493150684931507,none,33,41,0.445945945945946,none
Mrpl55,26,44,0.371428571428571,none,32,45,0.415584415584416,none
Mrpl9,51,72,0.414634146341463,none,32,31,0.507936507936508,none
Mrps10,49,56,0.466666666666667,none,41,46,0.471264367816092,none
Mrps12,71,106,0.401129943502825,none,51,96,0.346938775510204,none
Mrps15,108,94,0.534653465346535,none,94,79,0.543352601156069,none
Mrps16,159,107,0.597744360902256,none,141,101,0.582644628099174,none
Mrps24,180,100,0.642857142857143,none,164,118,0.581560283687943,none
Mrps25,64,73,0.467153284671533,none,53,51,0.509615384615385,none
Mrps27,63,65,0.4921875,none,56,40,0.583333333333333,none
Mrps28,91,90,0.502762430939227,none,76,78,0.493506493506494,none
Mrps30,86,106,0.447916666666667,none,73,75,0.493243243243243,none
Mrps31,74,40,0.649122807017544,none,69,43,0.616071428571429,none
Mrps35,62,75,0.452554744525547,none,49,65,0.429824561403509,none
Mrps5,32,39,0.450704225352113,none,37,57,0.393617021276596,none
Mrps9,69,62,0.526717557251908,none,46,45,0.505494505494505,none
Msh2,153,171,0.472222222222222,none,128,114,0.528925619834711,none
Msh6,207,169,0.550531914893617,none,195,160,0.549295774647887,none
Msmo1,178,94,0.654411764705882,none,167,106,0.611721611721612,none
Msn,0,59,0,maternal,0,69,0,maternal
Msto1,18,33,0.352941176470588,none,22,30,0.423076923076923,none
Mtarc2,90,40,0.692307692307692,none,75,83,0.474683544303797,none
Mtfr1,58,42,0.58,none,61,48,0.559633027522936,none
Mtfr1l,29,35,0.453125,none,30,41,0.422535211267606,none
Mthfd1,91,115,0.441747572815534,none,87,119,0.422330097087379,none
Mthfd1l,42,33,0.56,none,34,34,0.5,none
Mtmr7,42,24,0.636363636363636,none,28,16,0.636363636363636,none
Mtrex,60,65,0.48,none,40,52,0.434782608695652,none
Mvb12a,108,62,0.635294117647059,none,98,34,0.742424242424242,none
Mvd,45,22,0.671641791044776,none,52,30,0.634146341463415,none
Mybl2,181,259,0.411363636363636,none,176,209,0.457142857142857,none
Mycn,86,54,0.614285714285714,none,70,41,0.630630630630631,none
Myh9,39,47,0.453488372093023,none,54,36,0.6,none
Myo10,47,77,0.379032258064516,none,63,88,0.417218543046358,none
Myo1b,20,31,0.392156862745098,none,20,33,0.377358490566038,none
Mzt2,111,30,0.787234042553192,none,71,12,0.855421686746988,paternal
N4bp1,73,21,0.776595744680851,none,52,25,0.675324675324675,none
N4bp2l2,41,50,0.450549450549451,none,36,32,0.529411764705882,none
Naa15,45,43,0.511363636363636,none,58,32,0.644444444444444,none
Naa16,20,26,0.434782608695652,none,23,18,0.560975609756098,none
Naa25,38,48,0.441860465116279,none,40,46,0.465116279069767,none
Naa35,52,46,0.530612244897959,none,57,59,0.491379310344828,none
Nadk2,55,51,0.518867924528302,none,41,46,0.471264367816092,none
Nae1,118,71,0.624338624338624,none,80,52,0.606060606060606,none
Nans,56,58,0.491228070175439,none,53,58,0.477477477477477,none
Nat10,32,41,0.438356164383562,none,26,29,0.472727272727273,none
Naxe,47,41,0.534090909090909,none,53,33,0.616279069767442,none
Nbr1,90,42,0.681818181818182,none,73,41,0.640350877192982,none
Ncapd2,79,117,0.403061224489796,none,75,96,0.43859649122807,none
Ncapg,82,62,0.569444444444444,none,56,48,0.538461538461538,none
Ncaph,38,29,0.567164179104478,none,41,35,0.539473684210526,none
Ncbp1,49,46,0.515789473684211,none,27,39,0.409090909090909,none
Ncoa3,45,42,0.517241379310345,none,24,33,0.421052631578947,none
Ndc1,46,46,0.5,none,43,19,0.693548387096774,none
Nde1,36,41,0.467532467532468,none,42,26,0.617647058823529,none
Ndufa10,100,85,0.540540540540541,none,88,69,0.560509554140127,none
Ndufa5,132,120,0.523809523809524,none,104,111,0.483720930232558,none
Ndufa6,231,254,0.476288659793814,none,196,207,0.486352357320099,none
Ndufaf1,27,28,0.490909090909091,none,29,21,0.58,none
Ndufaf2,27,42,0.391304347826087,none,21,29,0.42,none
Ndufb2,195,138,0.585585585585586,none,120,96,0.555555555555556,none
Ndufb8,296,256,0.536231884057971,none,299,227,0.568441064638783,none
Ndufc2,193,229,0.457345971563981,none,149,158,0.485342019543974,none
Ndufs1,84,67,0.556291390728477,none,60,61,0.495867768595041,none
Ndufv1,75,74,0.503355704697987,none,66,63,0.511627906976744,none
Nectin2,29,35,0.453125,none,23,21,0.522727272727273,none
Nelfa,16,31,0.340425531914894,none,15,26,0.365853658536585,none
Nelfb,44,37,0.54320987654321,none,39,37,0.513157894736842,none
Nfe2l2,56,47,0.543689320388349,none,38,35,0.520547945205479,none
Nfkbib,39,32,0.549295774647887,none,25,24,0.510204081632653,none
Nfu1,78,89,0.467065868263473,none,48,85,0.360902255639098,none
Nfx1,24,20,0.545454545454545,none,34,24,0.586206896551724,none
Ngrn,41,45,0.476744186046512,none,34,32,0.515151515151515,none
Nid2,104,76,0.577777777777778,none,83,77,0.51875,none
Nip7,223,104,0.681957186544342,none,184,100,0.647887323943662,none
Nln,30,30,0.5,none,20,23,0.465116279069767,none
Nme1,461,368,0.556091676718938,none,332,228,0.592857142857143,none
Nme6,38,36,0.513513513513513,none,27,36,0.428571428571429,none
Nob1,143,77,0.65,none,111,66,0.627118644067797,none
Noc2l,123,107,0.534782608695652,none,113,118,0.489177489177489,none
Noc4l,58,55,0.513274336283186,none,61,57,0.516949152542373,none
Noct,16,42,0.275862068965517,none,17,30,0.361702127659574,none
Nodal,28,58,0.325581395348837,none,39,51,0.433333333333333,none
Nol10,44,46,0.488888888888889,none,30,35,0.461538461538462,none
Nol11,66,68,0.492537313432836,none,59,39,0.602040816326531,none
Nol12,36,57,0.387096774193548,none,33,32,0.507692307692308,none
Nol6,49,39,0.556818181818182,none,23,46,0.333333333333333,none
Nomo1,42,47,0.471910112359551,none,21,39,0.35,none
Nop14,46,63,0.422018348623853,none,38,56,0.404255319148936,none
Nop9,48,55,0.466019417475728,none,45,61,0.424528301886792,none
Nosip,43,37,0.5375,none,45,40,0.529411764705882,none
Npm3,96,101,0.487309644670051,none,71,60,0.541984732824427,none
Nr0b1,0,128,0,maternal,0,56,0,maternal
Nsd1,52,38,0.577777777777778,none,34,53,0.390804597701149,none
Nsf,40,37,0.519480519480519,none,42,51,0.451612903225806,none
Nsun2,168,158,0.515337423312883,none,145,141,0.506993006993007,none
Nt5c3b,28,20,0.583333333333333,none,25,18,0.581395348837209,none
Nt5dc2,66,84,0.44,none,40,55,0.421052631578947,none
Nubp1,43,77,0.358333333333333,none,48,60,0.444444444444444,none
Nudt1,43,53,0.447916666666667,none,29,46,0.386666666666667,none
Nudt19,28,59,0.32183908045977,none,25,48,0.342465753424658,none
Nudt4,115,114,0.502183406113537,none,81,99,0.45,none
Nudt5,57,61,0.483050847457627,none,60,44,0.576923076923077,none
Nuf2,21,22,0.488372093023256,none,14,27,0.341463414634146,none
Nufip1,58,65,0.471544715447154,none,45,50,0.473684210526316,none
Nup133,89,59,0.601351351351351,none,58,61,0.487394957983193,none
Nup153,32,37,0.463768115942029,none,47,45,0.510869565217391,none
Nup155,44,48,0.478260869565217,none,62,48,0.563636363636364,none
Nup188,82,75,0.522292993630573,none,81,75,0.519230769230769,none
Nup205,56,80,0.411764705882353,none,50,54,0.480769230769231,none
Nup210,20,39,0.338983050847458,none,19,38,0.333333333333333,none
Nup62,52,64,0.448275862068966,none,63,94,0.401273885350318,none
Nup93,54,23,0.701298701298701,none,75,31,0.707547169811321,none
Nusap1,58,85,0.405594405594406,none,49,62,0.441441441441441,none
Nvl,56,59,0.48695652173913,none,36,49,0.423529411764706,none
Nxf1,37,45,0.451219512195122,none,32,38,0.457142857142857,none
Oat,35,68,0.339805825242718,none,38,70,0.351851851851852,none
Ogdhl,74,17,0.813186813186813,paternal,37,5,0.880952380952381,paternal
Ogfod1,34,11,0.755555555555556,none,29,15,0.659090909090909,none
Ooep,98,101,0.492462311557789,none,142,104,0.577235772357724,none
Opa1,33,25,0.568965517241379,none,29,25,0.537037037037037,none
Orc1,38,31,0.550724637681159,none,35,24,0.593220338983051,none
Orc2,49,57,0.462264150943396,none,38,58,0.395833333333333,none
Orc4,43,34,0.558441558441558,none,28,32,0.466666666666667,none
Orc6,203,105,0.659090909090909,none,152,81,0.652360515021459,none
Osbpl1a,45,19,0.703125,none,34,21,0.618181818181818,none
Osgep,78,117,0.4,none,46,73,0.38655462184874,none
Otud4,44,30,0.594594594594595,none,43,23,0.651515151515151,none
Oxa1l,60,85,0.413793103448276,none,59,57,0.508620689655172,none
Oxct1,51,72,0.414634146341463,none,35,36,0.492957746478873,none
P4hb,77,96,0.445086705202312,none,126,150,0.456521739130435,none
Pafah1b3,65,46,0.585585585585586,none,60,40,0.6,none
Paics,736,554,0.570542635658915,none,474,349,0.575941676792224,none
Pak1,39,30,0.565217391304348,none,28,20,0.583333333333333,none
Pak4,33,25,0.568965517241379,none,32,41,0.438356164383562,none
Pald1,49,52,0.485148514851485,none,30,36,0.454545454545455,none
Parg,31,19,0.62,none,27,18,0.6,none
Parn,23,22,0.511111111111111,none,22,21,0.511627906976744,none
Parp1,255,256,0.499021526418787,none,259,235,0.524291497975709,none
Parp2,50,27,0.649350649350649,none,31,20,0.607843137254902,none
Pcgf6,67,58,0.536,none,50,52,0.490196078431373,none
Pcid2,67,26,0.720430107526882,none,58,30,0.659090909090909,none
Pck2,62,20,0.75609756097561,none,85,46,0.648854961832061,none
Pcm1,64,31,0.673684210526316,none,45,25,0.642857142857143,none
Pcolce,55,71,0.436507936507937,none,62,60,0.508196721311475,none
Pcolce2,57,35,0.619565217391304,none,43,31,0.581081081081081,none
Pdcd11,42,39,0.518518518518518,none,20,27,0.425531914893617,none
Pdcd2l,43,62,0.40952380952381,none,44,44,0.5,none
Pdcd7,29,36,0.446153846153846,none,19,32,0.372549019607843,none
Pde12,30,37,0.447761194029851,none,17,33,0.34,none
Pdia4,55,51,0.518867924528302,none,70,65,0.518518518518518,none
Pdk1,133,136,0.494423791821561,none,50,52,0.490196078431373,none
Pdlim1,81,94,0.462857142857143,none,61,52,0.539823008849557,none
Pdlim5,30,37,0.447761194029851,none,24,21,0.533333333333333,none
Pdxdc1,9,35,0.204545454545455,none,14,29,0.325581395348837,none
Pecam1,46,25,0.647887323943662,none,52,21,0.712328767123288,none
Pef1,50,38,0.568181818181818,none,44,35,0.556962025316456,none
Peg3,23,41,0.359375,none,33,32,0.507692307692308,none
Pelp1,49,58,0.457943925233645,none,47,37,0.55952380952381,none
Pepd,24,37,0.39344262295082,none,30,26,0.535714285714286,none
Pes1,86,85,0.502923976608187,none,46,77,0.373983739837398,none
Pex13,41,17,0.706896551724138,none,21,20,0.51219512195122,none
Pfas,65,53,0.550847457627119,none,46,35,0.567901234567901,none
Pfdn1,181,169,0.517142857142857,none,192,176,0.521739130434783,none
Pfdn4,92,89,0.50828729281768,none,68,65,0.511278195488722,none
Pfdn6,66,70,0.485294117647059,none,42,65,0.392523364485981,none
Pfkl,193,120,0.616613418530351,none,172,132,0.565789473684211,none
Pfkp,86,47,0.646616541353383,none,114,88,0.564356435643564,none
Pgam5,76,45,0.628099173553719,none,44,36,0.55,none
Pgd,86,171,0.334630350194553,none,62,141,0.305418719211823,none
Pgm1,31,55,0.36046511627907,none,55,57,0.491071428571429,none
Pgm2,31,31,0.5,none,37,39,0.486842105263158,none
Phax,52,60,0.464285714285714,none,40,44,0.476190476190476,none
Phc1,73,114,0.390374331550802,none,59,70,0.457364341085271,none
Phrf1,26,42,0.382352941176471,none,24,27,0.470588235294118,none
Phyh,23,51,0.310810810810811,none,28,53,0.345679012345679,none
Picalm,50,39,0.561797752808989,none,36,42,0.461538461538462,none
Pigs,35,23,0.603448275862069,none,19,23,0.452380952380952,none
Pih1d1,57,37,0.606382978723404,none,60,42,0.588235294117647,none
Pitrm1,73,100,0.421965317919075,none,39,36,0.52,none
Pkig,28,23,0.549019607843137,none,39,17,0.696428571428571,none
Pkn2,31,41,0.430555555555556,none,32,25,0.56140350877193,none
Plaa,122,102,0.544642857142857,none,58,81,0.41726618705036,none
Plekha4,17,25,0.404761904761905,none,31,22,0.584905660377358,none
Plin3,120,81,0.597014925373134,none,103,82,0.556756756756757,none
Plk1,64,81,0.441379310344828,none,77,77,0.5,none
Plk4,33,33,0.5,none,24,18,0.571428571428571,none
Plod2,29,12,0.707317073170732,none,22,22,0.5,none
Plpp1,18,35,0.339622641509434,none,24,40,0.375,none
Plscr1,47,21,0.691176470588235,none,44,14,0.758620689655172,none
Pltp,33,26,0.559322033898305,none,46,28,0.621621621621622,none
Pml,79,79,0.5,none,51,37,0.579545454545455,none
Pmm1,188,244,0.435185185185185,none,105,124,0.458515283842795,none
Pmpcb,95,58,0.620915032679739,none,41,48,0.460674157303371,none
Pmvk,15,51,0.227272727272727,none,13,38,0.254901960784314,none
Pnn,44,53,0.45360824742268,none,22,32,0.407407407407407,none
Pnpla6,32,18,0.64,none,46,10,0.821428571428571,paternal
Pnpt1,37,29,0.560606060606061,none,29,23,0.557692307692308,none
Pola1,0,95,0,maternal,0,64,0,maternal
Pola2,59,46,0.561904761904762,none,51,51,0.5,none
Pold1,36,55,0.395604395604396,none,27,27,0.5,none
Pole,22,45,0.328358208955224,none,17,29,0.369565217391304,none
Pole2,46,35,0.567901234567901,none,33,39,0.458333333333333,none
Polr1a,40,50,0.444444444444444,none,40,33,0.547945205479452,none
Polr1e,39,29,0.573529411764706,none,18,24,0.428571428571429,none
Polr2a,25,21,0.543478260869565,none,19,24,0.441860465116279,none
Polr2b,59,66,0.472,none,37,63,0.37,none
Polr3g,38,48,0.441860465116279,none,20,21,0.48780487804878,none
Ppa2,63,86,0.422818791946309,none,44,36,0.55,none
Ppan,36,41,0.467532467532468,none,24,25,0.489795918367347,none
Ppid,294,319,0.479608482871126,none,193,200,0.491094147582697,none
Ppif,62,57,0.521008403361345,none,68,52,0.566666666666667,none
Ppil1,114,123,0.481012658227848,none,102,125,0.449339207048458,none
Ppil4,32,23,0.581818181818182,none,27,17,0.613636363636364,none
Ppme1,30,26,0.535714285714286,none,25,34,0.423728813559322,none
Ppp1r15b,27,29,0.482142857142857,none,20,23,0.465116279069767,none
Ppp1r8,74,76,0.493333333333333,none,48,59,0.448598130841121,none
Ppp5c,60,46,0.566037735849057,none,33,30,0.523809523809524,none
Pprc1,50,62,0.446428571428571,none,39,60,0.393939393939394,none
Prdm14,36,5,0.878048780487805,paternal,33,8,0.804878048780488,paternal
Prdm4,28,32,0.466666666666667,none,24,19,0.558139534883721,none
Prep,63,75,0.456521739130435,none,40,61,0.396039603960396,none
Prim2,33,47,0.4125,none,19,45,0.296875,none
Primpol,34,9,0.790697674418605,none,42,6,0.875,paternal
Prkaa1,27,25,0.519230769230769,none,24,20,0.545454545454545,none
Prkab1,26,15,0.634146341463415,none,18,23,0.439024390243902,none
Prkag1,29,20,0.591836734693878,none,28,14,0.666666666666667,none
Prkar1a,82,55,0.598540145985402,none,64,66,0.492307692307692,none
Prkci,37,65,0.362745098039216,none,33,64,0.34020618556701,none
Prkcsh,38,25,0.603174603174603,none,51,30,0.62962962962963,none
Prmt3,77,96,0.445086705202312,none,73,52,0.584,none
Prmt5,91,128,0.415525114155251,none,79,115,0.407216494845361,none
Prorp,64,37,0.633663366336634,none,54,25,0.683544303797468,none
Prpf19,42,59,0.415841584158416,none,29,37,0.439393939393939,none
Prpf31,69,69,0.5,none,43,66,0.394495412844037,none
Prpf8,64,44,0.592592592592593,none,63,66,0.488372093023256,none
Prpsap2,24,50,0.324324324324324,none,23,25,0.479166666666667,none
Prrc1,22,83,0.20952380952381,none,27,86,0.238938053097345,none
Prrc2b,58,39,0.597938144329897,none,63,41,0.605769230769231,none
Psap,28,33,0.459016393442623,none,63,44,0.588785046728972,none
